Order	PID	MS SubClass	MS Zoning	Lot Frontage	Lot Area	Street	Alley	Lot Shape	Land Contour	Utilities	Lot Config	Land Slope	Neighborhood	Condition 1	Condition 2	Bldg Type	House Style	Overall Qual	Overall Cond	Year Built	Year Remod/Add	Roof Style	Roof Matl	Exterior 1st	Exterior 2nd	Mas Vnr Type	Mas Vnr Area	Exter Qual	Exter Cond	Foundation	Bsmt Qual	Bsmt Cond	Bsmt Exposure	BsmtFin Type 1	BsmtFin SF 1	BsmtFin Type 2	BsmtFin SF 2	Bsmt Unf SF	Total Bsmt SF	Heating	Heating QC	Central Air	Electrical	1st Flr SF	2nd Flr SF	Low Qual Fin SF	Gr Liv Area	Bsmt Full Bath	Bsmt Half Bath	Full Bath	Half Bath	Bedroom AbvGr	Kitchen AbvGr	Kitchen Qual	TotRms AbvGrd	Functional	Fireplaces	Fireplace Qu	Garage Type	Garage Yr Blt	Garage Finish	Garage Cars	Garage Area	Garage Qual	Garage Cond	Paved Drive	Wood Deck SF	Open Porch SF	Enclosed Porch	3Ssn Porch	Screen Porch	Pool Area	Pool QC	Fence	Misc Feature	Misc Val	Mo Sold	Yr Sold	Sale Type	Sale Condition	SalePrice
796	0905476230	120	RL	42	4235	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	Edwards	Norm	Norm	TwnhsE	1Story	5	5	1984	1984	Gable	CompShg	HdBoard	HdBoard	BrkFace	149	Gd	TA	CBlock	Gd	TA	Mn	GLQ	552	ALQ	393	104	1049	GasA	TA	Y	SBrkr	1049	0	0	1049	1	0	2	0	2	1	Gd	5	Typ	0	NA	Attchd	1984	Fin	1	266	TA	TA	Y	0	105	0	0	0	0	NA	NA	NA	0	2	2009	WD 	Normal	139500
797	0905478030	050	RL	60	11409	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	Edwards	Norm	Norm	1Fam	1.5Fin	5	4	1949	2008	Gable	CompShg	Wd Sdng	Wd Sdng	None	0	TA	TA	CBlock	TA	TA	No	LwQ	292	Unf	0	476	768	GasA	Gd	Y	SBrkr	1148	568	0	1716	0	0	1	1	3	1	TA	8	Min2	1	Gd	Attchd	1949	Unf	1	281	TA	TA	Y	0	0	0	0	160	0	NA	NA	NA	0	1	2009	WD 	Normal	131000
798	0905480030	050	RL	60	9060	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	Edwards	Norm	Norm	1Fam	1.5Fin	6	5	1939	1950	Gable	CompShg	WdShing	Wd Shng	None	0	TA	TA	BrkTil	TA	TA	Mn	Rec	204	Unf	0	356	560	GasA	TA	Y	SBrkr	698	560	0	1258	0	0	1	0	2	1	TA	6	Typ	0	NA	Detchd	1939	Unf	1	280	TA	TA	P	0	0	0	0	0	0	NA	MnPrv	NA	0	10	2009	WD 	Normal	105000
799	0905480210	070	RL	60	9084	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	Edwards	Artery	Norm	1Fam	2Story	4	5	1940	1950	Gable	CompShg	MetalSd	MetalSd	None	0	TA	TA	CBlock	TA	TA	Mn	Unf	0	Unf	0	755	755	GasA	TA	Y	SBrkr	755	755	0	1510	1	0	1	0	4	1	TA	7	Typ	1	Gd	Detchd	1940	Unf	1	296	Fa	Po	P	120	0	0	0	0	0	NA	MnPrv	NA	0	10	2009	WD 	Normal	108000
800	0906201021	080	RL	74	10778	Pave	NA	IR1	Lvl	AllPub	Inside	Gtl	SawyerW	Feedr	Norm	1Fam	SLvl	7	6	1990	1991	Gable	CompShg	HdBoard	HdBoard	None	0	Gd	TA	PConc	Gd	TA	No	GLQ	460	ALQ	286	308	1054	GasA	Gd	Y	SBrkr	1061	0	0	1061	1	0	1	1	1	1	Gd	4	Typ	0	NA	Attchd	1990	Unf	2	462	TA	TA	Y	114	36	0	0	0	0	NA	NA	NA	0	7	2009	WD 	Normal	162000
801	0906201050	080	RL	66	19255	Pave	NA	IR1	Lvl	AllPub	Inside	Gtl	SawyerW	Norm	Norm	1Fam	SLvl	6	5	1983	1983	Gable	CompShg	Wd Sdng	Wd Sdng	BrkFace	100	Gd	TA	CBlock	Gd	TA	Av	Rec	70	GLQ	450	0	520	GasA	Gd	Y	SBrkr	1338	0	0	1338	0	0	1	1	2	1	Gd	5	Min2	1	Po	Attchd	1983	Unf	2	576	TA	TA	Y	0	0	0	0	0	0	NA	NA	Shed	600	9	2009	WD 	Normal	156500
802	0906201130	050	RL	79	12327	Pave	NA	IR1	Low	AllPub	Inside	Mod	SawyerW	Norm	Norm	1Fam	1.5Fin	8	8	1983	2009	Gable	CompShg	Wd Sdng	Wd Sdng	None	0	Gd	TA	CBlock	Gd	TA	Gd	GLQ	1441	Unf	0	55	1496	GasA	Ex	Y	SBrkr	1496	636	0	2132	1	0	1	1	1	1	Gd	5	Min2	1	Gd	BuiltIn	1983	Fin	2	612	Gd	TA	Y	349	40	0	0	0	0	NA	NA	NA	0	9	2009	WD 	Normal	316600
803	0906203120	020	RL	90	14684	Pave	NA	IR1	Lvl	AllPub	CulDSac	Gtl	SawyerW	Norm	Norm	1Fam	1Story	7	7	1990	1991	Hip	CompShg	HdBoard	HdBoard	BrkFace	234	Gd	TA	CBlock	Gd	TA	Mn	ALQ	485	BLQ	177	1496	2158	GasA	Gd	Y	SBrkr	2196	0	0	2196	0	0	2	0	3	1	Gd	7	Typ	1	TA	Attchd	1990	RFn	3	701	TA	TA	Y	84	70	0	0	0	0	NA	NA	NA	0	6	2009	WD 	Normal	271900
804	0906223060	060	RL	75	9317	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	SawyerW	Norm	Norm	1Fam	2Story	7	5	1993	1993	Gable	CompShg	HdBoard	HdBoard	BrkFace	137	Gd	TA	PConc	Gd	TA	No	ALQ	513	Unf	0	227	740	GasA	Ex	Y	SBrkr	1006	769	0	1775	1	0	2	1	3	1	Gd	7	Typ	1	TA	Attchd	1993	Unf	2	425	TA	TA	Y	234	72	192	0	0	0	NA	NA	NA	0	7	2009	WD 	Normal	213000
805	0906223080	060	RL	85	10560	Pave	NA	Reg	Lvl	AllPub	Corner	Gtl	SawyerW	Norm	Norm	1Fam	2Story	7	5	1993	1994	Gable	CompShg	VinylSd	VinylSd	None	0	Gd	Gd	PConc	Gd	Gd	No	GLQ	474	Unf	0	605	1079	GasA	Ex	Y	SBrkr	1079	800	0	1879	1	0	2	1	3	1	Gd	8	Typ	1	TA	Attchd	1993	RFn	2	473	TA	TA	Y	400	100	144	0	0	0	NA	MnPrv	NA	0	8	2009	WD 	Normal	239900
806	0906223210	060	RL	80	9828	Pave	NA	IR1	Lvl	AllPub	Inside	Gtl	SawyerW	Norm	Norm	1Fam	2Story	8	5	1995	1995	Gable	CompShg	VinylSd	VinylSd	None	0	Gd	TA	PConc	Gd	TA	No	GLQ	584	Unf	0	544	1128	GasA	Ex	Y	SBrkr	1142	878	0	2020	0	0	2	1	3	1	Gd	8	Typ	1	TA	Attchd	1995	RFn	2	466	TA	TA	Y	0	155	0	0	0	0	NA	NA	NA	0	6	2009	WD 	Normal	239500
807	0906226060	070	RL	120	26400	Pave	NA	Reg	Bnk	AllPub	FR2	Gtl	SawyerW	Feedr	Norm	1Fam	2Story	5	7	1880	2007	Gable	CompShg	HdBoard	HdBoard	None	0	Gd	TA	PConc	NA	NA	NA	NA	0	NA	0	0	0	GasA	Ex	Y	SBrkr	1288	728	0	2016	0	0	1	0	4	1	TA	7	Mod	1	TA	Attchd	1900	Unf	2	576	TA	TA	P	0	0	0	0	0	0	NA	NA	NA	0	6	2009	WD 	Normal	131000
808	0906226070	090	RL	64	7018	Pave	NA	Reg	Bnk	AllPub	Inside	Gtl	SawyerW	Norm	Norm	Duplex	1Story	5	5	1979	1979	Gable	CompShg	HdBoard	HdBoard	None	0	TA	Fa	Slab	NA	NA	NA	NA	0	NA	0	0	0	GasA	TA	Y	SBrkr	1535	0	0	1535	0	0	2	0	4	2	TA	8	Typ	0	NA	Attchd	1979	Unf	2	410	TA	TA	Y	0	0	0	0	0	0	NA	NA	NA	0	6	2009	WD 	Alloca	118964
809	0906226080	090	RL	64	7018	Pave	NA	Reg	Bnk	AllPub	Inside	Gtl	SawyerW	Feedr	Norm	Duplex	SFoyer	5	5	1979	1979	Gable	CompShg	Plywood	Plywood	Stone	275	TA	TA	CBlock	Gd	TA	Av	GLQ	1086	Unf	0	0	1086	GasA	TA	Y	SBrkr	1224	0	0	1224	2	0	0	2	2	2	TA	6	Typ	2	TA	Detchd	1979	Unf	2	528	TA	TA	Y	120	0	0	0	0	0	NA	NA	NA	0	6	2009	WD 	Alloca	153337
810	0906226090	090	RL	64	7018	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	SawyerW	Feedr	Norm	Duplex	2Story	5	5	1979	1979	Gable	CompShg	HdBoard	HdBoard	None	0	TA	TA	Slab	NA	NA	NA	NA	0	NA	0	0	0	GasA	TA	Y	SBrkr	1114	1114	0	2228	0	0	2	0	6	2	TA	8	Typ	0	NA	Detchd	1979	Unf	2	720	TA	TA	Y	73	0	0	0	0	0	NA	NA	NA	0	6	2009	WD 	Alloca	147983
811	0906226100	090	RL	64	7018	Pave	NA	Reg	Bnk	AllPub	Inside	Gtl	SawyerW	Norm	Norm	Duplex	1Story	5	5	1979	1979	Gable	CompShg	HdBoard	HdBoard	None	0	TA	TA	Slab	NA	NA	NA	NA	0	NA	0	0	0	GasA	TA	Y	SBrkr	1535	0	0	1535	0	0	2	0	4	2	TA	8	Typ	0	NA	Attchd	1979	Unf	2	400	TA	TA	Y	0	0	0	0	0	0	NA	GdPrv	NA	0	6	2009	WD 	Alloca	118858
812	0906226110	090	RL	64	7018	Pave	NA	Reg	Bnk	AllPub	Inside	Gtl	SawyerW	Norm	Norm	Duplex	1Story	5	5	1979	1979	Gable	CompShg	Plywood	Plywood	None	0	TA	TA	Slab	NA	NA	NA	NA	0	NA	0	0	0	GasA	TA	Y	SBrkr	1535	0	0	1535	0	0	2	0	4	2	TA	8	Typ	0	NA	Attchd	1979	Unf	2	400	TA	TA	Y	0	0	0	0	0	0	NA	NA	NA	0	6	2009	WD 	Alloca	118858
813	0906226120	090	RL	64	7018	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	SawyerW	Feedr	Norm	Duplex	2Story	5	5	1979	1979	Gable	CompShg	Plywood	Plywood	None	0	TA	TA	Slab	NA	NA	NA	NA	0	NA	0	0	0	GasA	TA	Y	SBrkr	1120	1120	0	2240	0	0	2	0	6	2	TA	12	Typ	0	NA	Detchd	1979	Unf	2	528	TA	TA	Y	154	0	0	0	0	0	NA	NA	NA	0	6	2009	WD 	Alloca	142953
814	0906226130	090	RL	64	7040	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	SawyerW	Feedr	Norm	Duplex	SFoyer	5	5	1979	1979	Gable	CompShg	Plywood	Plywood	BrkFace	216	TA	TA	CBlock	Gd	TA	Av	GLQ	1094	Unf	0	0	1094	GasA	TA	Y	SBrkr	1229	0	0	1229	2	0	0	2	2	2	Gd	6	Typ	2	TA	Detchd	1979	Unf	2	672	TA	TA	Y	120	0	0	0	0	0	NA	NA	NA	0	6	2009	WD 	Alloca	148325
815	0906226140	090	RL	64	7007	Pave	NA	Reg	Bnk	AllPub	Inside	Gtl	SawyerW	Norm	Norm	Duplex	1Story	5	5	1979	1979	Gable	CompShg	HdBoard	HdBoard	None	0	TA	TA	Slab	NA	NA	NA	NA	0	NA	0	0	0	GasA	TA	Y	SBrkr	1513	0	0	1513	0	0	2	0	4	2	TA	8	Typ	0	NA	Attchd	1979	Unf	2	400	TA	TA	Y	0	0	0	0	0	0	NA	NA	NA	0	6	2009	WD 	Alloca	113722
816	0906230010	090	RL		11855	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	SawyerW	Norm	Norm	Duplex	2Story	7	5	2000	2000	Hip	CompShg	VinylSd	VinylSd	BrkFace	23	TA	TA	PConc	Ex	TA	No	GLQ	820	Unf	0	348	1168	GasA	Ex	Y	SBrkr	1168	1619	0	2787	2	0	4	2	6	2	TA	8	Typ	2	TA	BuiltIn	2000	Fin	4	820	TA	TA	Y	312	0	0	0	0	0	NA	NA	NA	0	10	2009	WD 	Normal	269500
817	0906230020	090	RL		7939	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	SawyerW	Feedr	Norm	Duplex	2Story	7	5	2000	2000	Hip	CompShg	VinylSd	VinylSd	BrkFace	23	TA	TA	PConc	Ex	TA	No	GLQ	820	Unf	0	348	1168	GasA	Ex	Y	SBrkr	1168	1619	0	2787	2	0	4	2	6	2	TA	8	Typ	2	TA	BuiltIn	2000	Fin	4	820	TA	TA	Y	312	0	0	0	0	0	NA	NA	NA	0	10	2009	WD 	Normal	269500
818	0906230030	090	RL		7976	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	SawyerW	Feedr	Norm	Duplex	2Story	7	5	2000	2000	Hip	CompShg	VinylSd	VinylSd	BrkFace	23	TA	TA	PConc	Ex	TA	No	GLQ	820	Unf	0	348	1168	GasA	Ex	Y	SBrkr	1168	1619	0	2787	2	0	4	2	6	2	TA	8	Typ	2	TA	BuiltIn	2000	Fin	4	820	TA	TA	Y	312	0	0	0	0	0	NA	NA	NA	0	10	2009	WD 	Normal	269500
819	0906340100	020	RL	84	10933	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	CollgCr	Norm	Norm	1Fam	1Story	9	5	2009	2009	Hip	CompShg	VinylSd	VinylSd	Stone	242	Ex	TA	PConc	Ex	TA	Gd	GLQ	1021	Unf	0	534	1555	GasA	Ex	Y	SBrkr	1680	0	0	1680	1	0	1	1	1	1	Ex	8	Typ	1	Gd	Attchd	2009	Fin	3	1138	TA	TA	Y	185	24	0	0	0	0	NA	NA	NA	0	7	2009	New	Partial	323262
820	0906340110	020	RL	79	10637	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	CollgCr	Norm	Norm	1Fam	1Story	8	5	2007	2008	Hip	CompShg	VinylSd	VinylSd	Stone	336	Gd	TA	PConc	Ex	TA	Gd	GLQ	1288	Unf	0	417	1705	GasA	Ex	Y	SBrkr	1718	0	0	1718	1	0	2	0	3	1	Gd	7	Typ	1	Gd	Attchd	2007	RFn	3	826	TA	TA	Y	208	44	0	0	0	0	NA	NA	NA	0	9	2009	WD 	Normal	297000
821	0906340120	020	RL	61	10226	Pave	NA	IR1	Lvl	AllPub	Inside	Gtl	CollgCr	Norm	Norm	1Fam	1Story	8	5	2008	2008	Gable	CompShg	VinylSd	VinylSd	Stone	270	Gd	TA	PConc	Ex	TA	Gd	Unf	0	Unf	0	1622	1622	GasA	Ex	Y	SBrkr	1630	0	0	1630	1	0	2	0	3	1	Ex	8	Typ	1	Gd	Attchd	2008	RFn	3	860	TA	TA	Y	172	42	0	0	0	0	NA	NA	NA	0	1	2009	WD 	Normal	295493
822	0906340130	020	RL	65	10816	Pave	NA	IR1	Lvl	AllPub	Inside	Gtl	CollgCr	Norm	Norm	1Fam	1Story	9	5	2008	2008	Gable	CompShg	VinylSd	VinylSd	Stone	364	Ex	TA	PConc	Ex	TA	Gd	GLQ	1104	Unf	0	616	1720	GasA	Ex	Y	SBrkr	1720	0	0	1720	1	0	2	0	3	1	Ex	8	Typ	1	Gd	Attchd	2008	RFn	3	846	TA	TA	Y	208	104	0	0	0	0	NA	NA	NA	0	11	2009	WD 	Normal	332000
823	0906378110	020	RL	71	9178	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	CollgCr	Norm	Norm	1Fam	1Story	8	5	2008	2008	Gable	CompShg	VinylSd	VinylSd	None	0	Gd	TA	PConc	Gd	TA	Av	Unf	0	Unf	0	1468	1468	GasA	Ex	Y	SBrkr	1468	0	0	1468	0	0	2	0	3	1	Gd	6	Typ	1	Gd	Attchd	2008	RFn	3	904	TA	TA	Y	192	142	0	0	0	0	NA	NA	NA	0	6	2009	WD 	Normal	239900
824	0906380050	060	RL	68	10769	Pave	NA	IR1	Lvl	AllPub	Inside	Gtl	CollgCr	Norm	Norm	1Fam	2Story	8	5	2007	2007	Gable	CompShg	VinylSd	VinylSd	None	0	Gd	TA	PConc	Gd	TA	Av	GLQ	20	Unf	0	846	866	GasA	Ex	Y	SBrkr	866	902	0	1768	0	0	2	1	3	1	Gd	7	Typ	0	NA	Attchd	2007	RFn	2	578	TA	TA	Y	144	105	0	0	0	0	NA	NA	NA	0	4	2009	WD 	Normal	212000
825	0906380060	020	RL	77	11422	Pave	NA	IR1	Lvl	AllPub	Inside	Gtl	CollgCr	Norm	Norm	1Fam	1Story	8	5	2007	2008	Hip	CompShg	VinylSd	VinylSd	Stone	352	Gd	TA	PConc	Ex	TA	Av	GLQ	1359	Unf	0	479	1838	GasA	Ex	Y	SBrkr	1838	0	0	1838	1	0	2	0	3	1	Gd	7	Typ	2	Gd	Attchd	2007	RFn	2	524	TA	TA	Y	154	222	0	0	0	0	NA	NA	NA	0	4	2009	WD 	Normal	272500
826	0906380100	020	RL	122	11923	Pave	NA	IR1	Lvl	AllPub	Corner	Gtl	CollgCr	Norm	Norm	1Fam	1Story	9	5	2007	2007	Gable	CompShg	VinylSd	VinylSd	None	0	Gd	TA	PConc	Ex	TA	No	Unf	0	Unf	0	1800	1800	GasA	Ex	Y	SBrkr	1800	0	0	1800	0	0	2	0	2	1	Ex	7	Typ	0	NA	Attchd	2007	Fin	2	702	TA	TA	Y	288	136	0	0	0	0	NA	NA	NA	0	5	2009	WD 	Normal	239000
827	0906380130	020	RL	68	8814	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	CollgCr	Norm	Norm	1Fam	1Story	7	5	2006	2006	Gable	CompShg	VinylSd	VinylSd	Stone	180	Gd	TA	PConc	Gd	TA	No	GLQ	1334	Unf	0	270	1604	GasA	Ex	Y	SBrkr	1604	0	0	1604	1	0	2	1	3	1	Gd	8	Typ	1	Gd	Attchd	2006	RFn	2	660	TA	TA	Y	123	110	0	0	0	0	NA	NA	NA	0	3	2009	WD 	Abnorml	220000
828	0906380210	020	RL	64	6762	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	CollgCr	Norm	Norm	1Fam	1Story	7	5	2007	2007	Gable	CompShg	VinylSd	VinylSd	None	0	Gd	TA	PConc	Gd	TA	Av	GLQ	902	Unf	0	380	1282	GasA	Ex	Y	SBrkr	1290	0	0	1290	1	0	2	0	2	1	Gd	6	Typ	1	Gd	Attchd	2007	RFn	2	662	TA	TA	Y	168	0	0	0	0	0	NA	NA	NA	0	5	2009	WD 	Normal	200000
829	0906380220	020	RL	95	10324	Pave	NA	IR1	Lvl	AllPub	Corner	Gtl	CollgCr	Norm	Norm	1Fam	1Story	8	5	2008	2008	Gable	CompShg	VinylSd	VinylSd	BrkFace	140	Gd	TA	PConc	Gd	TA	Av	GLQ	872	Unf	0	382	1254	GasA	Ex	Y	SBrkr	1254	0	0	1254	1	0	2	0	2	1	Gd	5	Typ	0	NA	Attchd	2008	RFn	3	810	TA	TA	Y	168	92	0	0	0	0	NA	NA	NA	0	3	2009	WD 	Normal	221800
830	0906392070	020	RL	64	7314	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	CollgCr	Norm	Norm	1Fam	1Story	7	5	2007	2007	Gable	CompShg	VinylSd	VinylSd	Stone	82	Gd	TA	PConc	Gd	TA	Av	GLQ	724	Unf	0	508	1232	GasA	Ex	Y	SBrkr	1232	0	0	1232	1	0	2	0	2	1	Gd	6	Typ	0	NA	Attchd	2007	RFn	2	632	TA	TA	Y	132	0	0	0	0	0	NA	NA	NA	0	2	2009	WD 	Normal	194500
831	0906392110	020	RL	78	11645	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	CollgCr	Norm	Norm	1Fam	1Story	8	5	2005	2006	Gable	CompShg	VinylSd	VinylSd	Stone	76	Gd	TA	PConc	Ex	TA	Gd	GLQ	24	Unf	0	1474	1498	GasA	Ex	Y	SBrkr	1498	0	0	1498	0	0	2	0	3	1	Gd	7	Typ	1	Gd	Attchd	2005	Fin	3	844	TA	TA	Y	144	98	0	0	0	0	NA	NA	NA	0	3	2009	WD 	Normal	237000
832	0906392130	060	RL	79	11646	Pave	NA	IR1	Lvl	AllPub	Inside	Gtl	CollgCr	Norm	Norm	1Fam	2Story	6	5	2005	2006	Gable	CompShg	VinylSd	VinylSd	None	0	Gd	TA	PConc	Gd	TA	Av	Unf	0	Unf	0	704	704	GasA	Ex	Y	SBrkr	704	718	0	1422	0	0	2	1	3	1	Gd	7	Typ	1	Gd	Attchd	2005	Fin	2	440	TA	TA	Y	36	28	0	0	0	0	NA	NA	NA	0	7	2009	WD 	Normal	173000
833	0906402060	080	RL		12800	Pave	NA	Reg	Low	AllPub	Inside	Mod	SawyerW	Norm	Norm	1Fam	SLvl	7	5	1989	1989	Gable	CompShg	Wd Sdng	Wd Sdng	BrkFace	145	Gd	TA	PConc	Gd	TA	Gd	GLQ	1518	Unf	0	0	1518	GasA	Gd	Y	SBrkr	1644	0	0	1644	1	1	2	0	2	1	Gd	5	Typ	1	TA	Attchd	1989	Fin	2	569	TA	TA	Y	80	0	0	0	396	0	NA	NA	NA	0	8	2009	WD 	Normal	275000
834	0906426210	060	RL		16698	Pave	NA	IR1	HLS	AllPub	CulDSac	Mod	ClearCr	Norm	Norm	1Fam	2Story	7	5	1992	1993	Gable	CompShg	VinylSd	VinylSd	None	0	Gd	TA	PConc	Gd	TA	Av	GLQ	800	Unf	0	649	1449	GasA	Gd	Y	SBrkr	944	815	0	1759	1	0	2	1	3	1	Gd	7	Typ	1	TA	Attchd	1992	Unf	2	525	TA	TA	Y	150	193	0	0	0	0	NA	NA	NA	0	6	2009	WD 	Normal	233500
835	0906475070	060	RL		28698	Pave	NA	IR2	Low	AllPub	CulDSac	Sev	ClearCr	Norm	Norm	1Fam	2Story	5	5	1967	1967	Flat	Tar&Grv	Plywood	Plywood	None	0	TA	TA	PConc	TA	Gd	Gd	LwQ	249	ALQ	764	0	1013	GasA	TA	Y	SBrkr	1160	966	0	2126	0	1	2	1	3	1	TA	7	Min2	0	NA	Attchd	1967	Fin	2	538	TA	TA	Y	486	0	0	0	225	0	NA	NA	NA	0	6	2009	WD 	Abnorml	185000
836	0907126010	020	RL	82	12464	Pave	NA	IR2	Low	AllPub	Corner	Mod	CollgCr	Norm	Norm	1Fam	1Story	5	5	1996	1996	Gable	CompShg	VinylSd	VinylSd	None	0	TA	Gd	PConc	Gd	TA	No	GLQ	732	Unf	0	308	1040	GasA	Gd	Y	SBrkr	1040	0	0	1040	1	0	1	0	3	1	Gd	6	Typ	0	NA	Detchd	2000	Unf	2	576	TA	TA	Y	168	0	0	0	0	0	NA	GdPrv	NA	0	11	2009	WD 	Normal	152000
837	0907126050	020	RL	65	9757	Pave	NA	Reg	Low	AllPub	Inside	Mod	CollgCr	Norm	Norm	1Fam	1Story	5	7	1994	1994	Gable	CompShg	VinylSd	VinylSd	None	0	TA	Gd	PConc	TA	TA	No	ALQ	755	Unf	0	235	990	GasA	Ex	Y	SBrkr	990	0	0	990	1	0	1	0	3	1	TA	5	Typ	0	NA	Attchd	1995	RFn	1	440	TA	TA	Y	66	0	0	0	92	0	NA	NA	NA	0	10	2009	WD 	Normal	143000
838	0907130100	060	RL	65	15426	Pave	NA	IR1	Lvl	AllPub	Inside	Gtl	CollgCr	Norm	Norm	1Fam	2Story	6	5	1997	1997	Gable	CompShg	VinylSd	VinylSd	None	0	TA	TA	PConc	Gd	TA	No	GLQ	821	Unf	0	107	928	GasA	Ex	Y	SBrkr	928	836	0	1764	1	0	2	1	3	1	Gd	7	Typ	0	NA	Attchd	1997	RFn	2	470	TA	TA	Y	276	99	0	0	0	0	NA	MnPrv	NA	0	8	2009	WD 	Normal	231500
839	0907131090	060	RL	43	10667	Pave	NA	IR2	Lvl	AllPub	CulDSac	Gtl	CollgCr	PosN	Norm	1Fam	2Story	7	6	1996	1996	Gable	CompShg	VinylSd	VinylSd	None	0	Gd	TA	PConc	Gd	TA	Av	GLQ	385	ALQ	344	70	799	GasA	Ex	Y	SBrkr	827	834	0	1661	1	0	2	1	3	1	Gd	6	Typ	1	TA	Attchd	1996	RFn	2	550	TA	TA	Y	158	61	0	0	0	0	NA	NA	NA	0	4	2009	ConLw	Normal	212000
840	0907131190	020	RL	65	14753	Pave	NA	IR2	Low	AllPub	Inside	Gtl	CollgCr	PosN	Norm	1Fam	1Story	7	5	1998	1998	Gable	CompShg	VinylSd	VinylSd	None	0	TA	TA	PConc	Gd	TA	Mn	GLQ	950	Unf	0	513	1463	GasA	Ex	Y	SBrkr	1463	0	0	1463	1	0	2	0	3	1	TA	5	Typ	0	NA	Attchd	1998	Fin	2	539	TA	TA	Y	0	81	0	0	0	0	NA	GdPrv	NA	0	12	2009	WD 	Normal	207000
841	0907135040	020	RL	112	10859	Pave	NA	Reg	Lvl	AllPub	Corner	Gtl	CollgCr	Norm	Norm	1Fam	1Story	5	5	1994	1995	Gable	CompShg	VinylSd	VinylSd	None	0	TA	TA	PConc	Gd	TA	No	Unf	0	Unf	0	1097	1097	GasA	Ex	Y	SBrkr	1097	0	0	1097	0	0	1	1	3	1	TA	6	Typ	0	NA	Attchd	1995	Unf	2	672	TA	TA	Y	392	64	0	0	0	0	NA	NA	NA	0	6	2009	WD 	Normal	145000
842	0907135170	020	RL	60	8072	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	CollgCr	Norm	Norm	1Fam	1Story	5	5	1994	1995	Gable	CompShg	VinylSd	VinylSd	None	0	TA	Gd	PConc	Gd	Gd	No	ALQ	746	Unf	0	244	990	GasA	Ex	Y	SBrkr	990	0	0	990	1	0	1	0	3	1	TA	5	Typ	0	NA	Detchd	2000	Unf	2	480	TA	TA	Y	0	64	0	0	0	0	NA	NA	NA	0	5	2009	WD 	Normal	138000
843	0907175100	060	RL	80	10400	Pave	NA	Reg	Lvl	AllPub	Corner	Gtl	CollgCr	Norm	Norm	1Fam	2Story	7	5	1998	1998	Gable	CompShg	VinylSd	VinylSd	None	0	TA	TA	PConc	Gd	TA	Av	Unf	0	Unf	0	866	866	GasA	Ex	Y	SBrkr	866	913	0	1779	0	0	2	1	3	1	Gd	6	Typ	0	NA	Attchd	1998	RFn	2	546	TA	TA	Y	198	36	0	0	0	0	NA	NA	NA	0	3	2009	WD 	Normal	197900
844	0907180130	020	RL	78	10335	Pave	NA	IR1	Lvl	AllPub	Inside	Gtl	CollgCr	Norm	Norm	1Fam	1Story	7	5	1999	1999	Gable	CompShg	VinylSd	VinylSd	BrkFace	183	Gd	TA	PConc	Gd	TA	Gd	GLQ	679	Unf	0	811	1490	GasA	Ex	Y	SBrkr	1501	0	0	1501	1	0	2	0	3	1	Gd	6	Typ	0	NA	Attchd	1999	RFn	2	577	TA	TA	Y	144	29	0	0	0	0	NA	NA	NA	0	6	2009	WD 	Normal	204000
845	0907181100	020	RL	68	9017	Pave	NA	IR1	Lvl	AllPub	Inside	Gtl	CollgCr	Norm	Norm	1Fam	1Story	7	5	1999	1999	Gable	CompShg	VinylSd	VinylSd	None	0	Gd	TA	PConc	Gd	TA	Av	GLQ	560	Unf	0	871	1431	GasA	Ex	Y	SBrkr	1431	0	0	1431	1	0	2	0	3	1	Gd	6	Typ	0	NA	Attchd	1999	Fin	2	666	TA	TA	Y	0	35	0	0	0	0	NA	NA	NA	0	9	2009	WD 	Normal	192000
